ID,Source,Severity,Distance(mi),Description,Side,County,Airport_Code,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Duration,monthidx,SHour
A-397789,MapQuest,3,0.01,Slow lane blocked due to accident on I-280 Northbound before Exit 55 Indiana St. On the median.,R,San Francisco,KOAK,64.9,56.0,29.99,10.0,SSW,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,12
A-397826,MapQuest,2,0.0,Accident on Capitol Ave at Farallones St.,R,San Francisco,KSFO,62.1,56.0,29.98,9.0,South,17.3,Mostly Cloudy,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,29,13,16
A-397829,MapQuest,3,0.01,#2 lane blocked due to accident on I-80 Eastbound at 7th St.,R,San Francisco,KSFO,62.1,56.0,29.98,9.0,South,17.3,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,16
A-397835,MapQuest,3,0.01,#1 lane blocked due to accident on I-80 Westbound before US-101.,R,San Francisco,KSFO,60.1,62.0,29.98,10.0,South,17.3,Light Rain,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,17
A-397836,MapQuest,2,0.01,#1 lane blocked due to accident on US-101 Southbound at Exit 432 Potrero Ave.,R,San Francisco,KOAK,64.0,60.0,29.99,10.0,SSW,15.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,17
A-397854,MapQuest,2,0.01,Slow lane blocked due to accident on US-101 Southbound at Exits 429B 429C 3rd St.,R,San Francisco,KSFO,59.0,69.0,29.98,10.0,South,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,19
A-397871,MapQuest,2,0.01,Right lane blocked due to accident on US-101 Eastbound before Treasure Is.,R,San Francisco,KSFO,61.0,67.0,30.0,10.0,SE,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,28,13,20
A-397907,MapQuest,3,0.01,One lane blocked due to accident on I-280 Southbound at Exit 55 Pennsylvania Ave.,R,San Francisco,KOAK,57.9,100.0,29.97,7.0,WSW,8.1,Overcast,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,44,13,03
A-397953,MapQuest,2,0.01,Accident on US-101 Southbound before Cesar Chavez St.,R,San Francisco,KSFO,57.9,75.0,29.99,10.0,SSW,17.3,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,28,13,11
A-397963,MapQuest,3,0.01,#2 lane blocked due to accident on I-80 Eastbound after Bryant St.,R,San Francisco,KSFO,61.0,64.0,29.98,10.0,South,12.7,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,28,13,11
A-397987,MapQuest,2,0.01,Accident on Fremont St Southbound at Harrison St.,R,San Francisco,KOAK,64.0,65.0,29.98,10.0,SSW,11.5,Mostly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,29,13,12
A-398112,MapQuest,1,0.0,Accident on Ogden Ave at Banks St.,L,San Francisco,KSFO,54.0,80.0,29.92,10.0,SE,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,13,04
A-398116,MapQuest,2,0.01,#1 &amp; #2 lane blocked due to accident on US-101 Northbound before I-80.,R,San Francisco,KSFO,54.0,80.0,29.91,10.0,SSE,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,44,13,05
A-398120,MapQuest,3,0.01,Three lanes blocked slow traffic and right hand shoulder blocked due to accident on I-80 Westbound before Fremont St.,R,San Francisco,KOAK,55.9,80.0,29.94,10.0,SSW,13.8,Overcast,False,False,False,True,False,False,False,False,False,False,False,Night,Day,Day,Day,44,13,06
A-398203,MapQuest,2,0.01,Right hand shoulder blocked due to accident on US-101 Southbound after Cesar Chavez.,R,San Francisco,KSFO,57.0,69.0,30.07,9.0,WSW,20.7,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,13
A-398290,MapQuest,2,0.01,Slow lane blocked due to accident on US-101 Southbound at I-80 .,R,San Francisco,KSFO,48.9,66.0,30.2,10.0,WNW,12.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,02
A-398374,MapQuest,2,0.01,Accident on US-101 Southbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,59.0,51.0,30.18,10.0,West,24.2,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,28,13,17
A-398381,MapQuest,2,0.01,#4 lane blocked due to accident on US-101 Southbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,57.9,53.0,30.17,10.0,West,25.3,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,17
A-398419,MapQuest,2,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,55.9,55.0,30.15,10.0,West,23.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,19
A-398420,MapQuest,3,0.01,Accident on US-101 Northbound near Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,55.9,55.0,30.15,10.0,West,23.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,19
A-398463,MapQuest,3,0.01,Accident on I-280 Northbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,52.0,71.0,30.16,10.0,West,13.8,Clear,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,29,13,21
A-398495,MapQuest,3,0.01,Queueing traffic and right hand shoulder blocked due to accident on I-80 Eastbound at Exits 2 2A Harrison St.,R,San Francisco,KOAK,51.1,77.0,30.14,10.0,East,4.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,00
A-398521,MapQuest,3,0.01,#2 lane blocked due to accident on I-280 Southbound at Exit 52 Bosworth St.,R,San Francisco,KSFO,54.0,75.0,30.1,10.0,NNE,3.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,10
A-398546,MapQuest,3,0.01,Multi-vehicle accident on I-280 Northbound at Exits 54 54A 54B US-101.,R,San Francisco,KSFO,64.9,48.0,30.0,10.0,NW,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,15
A-398559,MapQuest,3,1.44,Accident on I-280 Northbound between Exits 54 54A 54B US-101 and Exit 55 Pennsylvania Ave.,R,San Francisco,KOAK,64.9,45.0,29.99,10.0,WNW,13.8,Overcast,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,29,13,17
A-398561,MapQuest,2,0.0,Accident on Vermont St at US-101.,R,San Francisco,KOAK,64.9,52.0,29.98,10.0,WNW,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,59,13,17
A-398575,MapQuest,2,0.01,Accident on US-101 Northbound at Exits 430A 430B 431 I-280.,R,San Francisco,KSFO,57.9,49.0,29.96,10.0,West,15.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,59,13,19
A-398616,MapQuest,3,0.01,Accident on I-280 Southbound at Exit 56 Pennsylvania Ave.,R,San Francisco,KOAK,52.0,86.0,29.92,10.0,NE,3.5,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,29,13,05
A-398863,MapQuest,3,0.01,Lane blocked due to accident on I-280 Southbound at Exit 52 Bosworth St.,R,San Francisco,KSFO,62.1,62.0,30.05,10.0,SW,6.9,Light Rain,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,16
A-398885,MapQuest,3,0.01,Accident on I-80 Westbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,59.0,81.0,30.05,10.0,SSW,9.2,Light Rain,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,18
A-398896,MapQuest,2,0.01,#2 and #3 lane blocked due to accident on US-101 Northbound at I-280 .,R,San Francisco,KSFO,57.0,81.0,30.04,10.0,West,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,18
A-398904,MapQuest,2,0.01,Accident on US-101 Northbound at I-280 .,R,San Francisco,KSFO,57.0,81.0,30.04,10.0,West,8.1,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,19
A-398925,MapQuest,3,0.01,Accident on I-280 Northbound at Geneva Ave.,R,San Francisco,KSFO,57.0,77.0,30.05,10.0,NW,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,29,13,20
A-399196,MapQuest,2,0.01,#2 and #3 lane blocked due to accident on US-101 Lombard St Northbound at Octavia St.,L,San Francisco,KSFO,57.0,81.0,30.24,10.0,East,8.1,Scattered Clouds,True,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,29,13,09
A-399205,MapQuest,3,0.01,Slow lane blocked due to accident on I-280 Northbound before Exit 55 Pennsylvania Ave.,R,San Francisco,KOAK,61.0,72.0,30.26,10.0,South,5.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,29,13,10
A-399225,MapQuest,3,0.01,#3 and right lane blocked and heavy traffic due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,64.9,54.0,30.24,10.0,SW,4.6,Scattered Clouds,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,12
A-399241,MapQuest,2,0.01,#2 lane blocked due to accident on US-101 Northbound after Cesar Chavez St.,R,San Francisco,KOAK,68.0,50.0,30.23,10.0,WNW,8.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,14
A-399310,MapQuest,3,0.01,One lane blocked due to accident on I-80 Westbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,59.0,93.0,30.26,10.0,WNW,6.9,Overcast,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,44,13,03
A-399363,MapQuest,3,0.01,Middle lane blocked due to accident on I-80 Westbound at 5th St.,R,San Francisco,KOAK,63.0,65.0,30.32,10.0,Variable,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,10
A-399414,MapQuest,2,0.01,Lane blocked due to accident on US-101 Northbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,63.0,52.0,30.28,10.0,West,23.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,17
A-399446,MapQuest,2,0.01,#2 and #3 lane blocked due to accident on US-101 Northbound before Exit 433A Vermont St.,R,San Francisco,KOAK,61.0,60.0,30.25,10.0,NW,8.1,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Day,29,13,21
A-399522,MapQuest,3,0.01,Slow lane blocked due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,68.0,47.0,30.1,10.0,WSW,9.2,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,12
A-399528,MapQuest,2,0.01,Accident on Fulton St Eastbound at 16th Ave.,L,San Francisco,KSFO,69.1,42.0,30.1,10.0,East,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,30,13,13
A-399621,MapQuest,3,0.01,#2 lane blocked due to accident on I-80 Eastbound at 7th St.,R,San Francisco,KSFO,55.9,57.0,30.01,10.0,NNW,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,01
A-399622,MapQuest,2,0.01,Accident on US-101 Northbound near I-80 Exits 1A 1B / San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,55.9,57.0,30.01,10.0,NNW,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,28,13,01
A-399660,MapQuest,2,0.01,Right lane blocked due to accident on US-101 Southbound at Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,63.0,67.0,30.04,10.0,West,17.3,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,12
A-399720,MapQuest,3,0.01,Right hand shoulder blocked due to accident on I-280 Northbound at Exit 50 San Jose Ave.,R,San Francisco,KSFO,57.0,77.0,30.01,10.0,West,12.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,19
A-399750,MapQuest,2,0.01,Accident on 6th St at Bryant St.,R,San Francisco,KOAK,64.9,61.0,30.04,10.0,West,23.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,29,13,15
A-399770,MapQuest,2,0.01,Accident on US-101 Northbound at Exit 433A Vermont St.,R,San Francisco,KOAK,64.0,60.0,30.02,10.0,West,24.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,17
A-399815,MapQuest,2,0.01,Accident on US-101 Southbound at Exit 433A Vermont St.,R,San Francisco,KSFO,55.0,74.0,30.03,10.0,West,31.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,21
A-399822,MapQuest,2,0.01,Accident on US-101 Lombard St Northbound at Octavia St.,L,San Francisco,KSFO,54.0,75.0,30.02,10.0,West,20.7,Partly Cloudy,True,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,29,13,23
A-399824,MapQuest,3,0.01,Accident on I-280 Southbound at Exits 54 54A 54B US-101.,R,San Francisco,KSFO,54.0,75.0,30.02,10.0,West,20.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,23
A-399826,MapQuest,2,0.01,Accident on US-101 Southbound at Exits 433 433B 433C San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,54.0,75.0,30.03,10.0,West,26.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,00
A-399830,MapQuest,3,0.01,Lane blocked on exit ramp due to accident on I-80 Westbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,55.0,74.0,30.03,10.0,WNW,18.4,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,43,13,02
A-399855,MapQuest,2,0.01,Accident on Fremont St at Howard St.,R,San Francisco,KOAK,57.9,78.0,30.09,10.0,West,13.8,Overcast,True,True,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,31,13,10
A-399936,MapQuest,3,0.01,Lane blocked due to accident on I-80 Eastbound at Exits 1 1C Bryant St.,R,San Francisco,KSFO,57.0,77.0,30.06,10.0,West,21.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,19
A-399950,MapQuest,3,0.01,Lane blocked due to accident on I-280 Southbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,55.0,77.0,30.05,10.0,West,25.3,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,29,13,20
A-400006,MapQuest,2,0.01,Accident on US-101 Van Ness Ave at Octavia St.,L,San Francisco,KSFO,62.1,56.0,30.12,10.0,West,20.7,Mostly Cloudy,False,True,False,False,False,True,False,False,False,True,False,Day,Day,Day,Day,32,13,12
A-400015,MapQuest,2,0.0,Accident on Moraga Ave between Graham St and Montgomery St.,L,San Francisco,KSFO,62.1,60.0,30.11,10.0,West,20.7,Mostly Cloudy,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,31,13,13
A-400046,MapQuest,3,0.01,Lane blocked due to accident on I-80 Eastbound at Exits 2B 2C Harrison St.,R,San Francisco,KOAK,61.0,72.0,30.1,10.0,WNW,18.4,Mostly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,19
A-400050,MapQuest,3,0.01,Two lanes blocked due to accident on I-80 Eastbound at Exits 2 2A Harrison St.,R,San Francisco,KOAK,60.1,75.0,30.11,10.0,WNW,13.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,29,13,20
A-400105,MapQuest,2,0.01,#1 lane blocked due to accident on US-101 Southbound at Exit 432 Potrero Ave.,R,San Francisco,KOAK,61.0,97.0,30.08,6.0,WSW,9.2,Light Drizzle,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,11
A-400180,MapQuest,3,0.01,Lane blocked due to accident on I-80 Westbound at Exits 1 1C Bryant St.,R,San Francisco,KSFO,55.9,87.0,30.07,10.0,West,21.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,21
A-400188,MapQuest,3,0.01,Right lane blocked due to accident on I-280 Northbound at Exits 54 54A 54B US-101.,R,San Francisco,KSFO,54.0,86.0,30.04,10.0,West,21.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,13,02
A-400195,MapQuest,2,0.01,Lane blocked due to accident and vehicles spun around on US-101 Southbound at Exit 432 Potrero Ave.,R,San Francisco,KSFO,53.1,89.0,30.04,10.0,West,17.3,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,13,03
A-400208,MapQuest,2,0.01,Right lane blocked due to accident on US-101 Northbound at I-80 Exits 1A 1B.,R,San Francisco,KSFO,59.0,69.0,30.07,10.0,North,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,31,13,09
A-400323,MapQuest,3,0.01,Lane blocked due to accident on I-80 Eastbound at Exits 2 2A Harrison St.,R,San Francisco,KOAK,59.0,62.0,30.03,10.0,Variable,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,22
A-400339,MapQuest,2,0.01,Lane blocked due to accident on 8th St both ways around Heron St.,R,San Francisco,KSFO,51.1,77.0,30.03,10.0,West,10.4,Clear,False,True,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,13,03
A-400372,MapQuest,3,0.01,Right lane blocked due to accident on US-101 Southbound at Silver Ave.,R,San Francisco,KSFO,61.0,52.0,30.08,10.0,West,13.8,Mostly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,29,13,10
A-400387,MapQuest,2,0.01,Lane blocked due to accident on US-101 Southbound at Cesar Chavez St.,R,San Francisco,KSFO,63.0,48.0,30.07,10.0,West,11.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,11
A-400447,MapQuest,2,0.01,Lane blocked due to accident on US-101 Southbound at Exit 430A Mansell St.,R,San Francisco,KSFO,62.1,48.0,30.01,10.0,West,24.2,Clear,False,False,False,True,False,False,True,False,False,False,False,Day,Day,Day,Day,29,13,18
A-400529,MapQuest,3,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exits 430A 430B 431 I-280.,R,San Francisco,KSFO,69.1,40.0,30.09,10.0,West,18.4,Clear,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,13,17
A-400548,MapQuest,2,0.01,Accident on US-101 Southbound at Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,55.9,69.0,30.11,10.0,West,19.6,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,29,13,20
A-400569,MapQuest,2,0.01,Accident on Mason St at Sutter St.,L,San Francisco,KSFO,54.0,75.0,30.13,10.0,WNW,12.7,Clear,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,45,13,00
A-400573,MapQuest,3,0.01,#1 lane blocked due to accident on I-80 Westbound at Treasure Is.,R,San Francisco,KOAK,54.0,86.0,30.12,10.0,North,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,03
A-400576,MapQuest,3,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Alemany Blvd.,R,San Francisco,KSFO,51.1,80.0,30.12,10.0,West,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,28,13,04
A-400579,MapQuest,3,0.01,Slow lane blocked and right hand shoulder blocked due to accident on I-80 Eastbound at 4th St.,R,San Francisco,KOAK,53.1,86.0,30.14,10.0,NE,3.5,Clear,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,28,13,06
A-400585,MapQuest,2,0.01,Accident on US-101 Southbound before Exit 432 Potrero Ave.,R,San Francisco,KOAK,61.0,70.0,30.16,10.0,SW,4.6,Clear,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,44,13,09
A-400664,MapQuest,2,0.01,Accident on US-101 Lombard St Southbound at Octavia St.,L,San Francisco,KSFO,55.0,80.0,30.09,10.0,WNW,16.1,Clear,True,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,29,13,21
A-400665,MapQuest,3,0.01,Accident on I-80 Eastbound at Exits 2 2A Harrison St.,R,San Francisco,KOAK,61.0,75.0,30.08,10.0,West,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,29,13,21
A-400797,MapQuest,3,0.01,#1 &amp; #2 lane blocked due to accident on I-280 Northbound at Exit 53 Alemany Blvd.,R,San Francisco,KSFO,75.9,32.0,29.99,10.0,West,24.2,Clear,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,14,15
A-400803,MapQuest,2,0.01,Lane blocked due to accident on US-101 Southbound at Exit 432 Potrero Ave.,R,San Francisco,KOAK,78.1,42.0,29.97,10.0,WNW,12.7,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,29,14,17
A-400840,MapQuest,3,0.01,Right hand shoulder blocked due to accident on I-280 Northbound before Exit 52 Bosworth St.,R,San Francisco,KSFO,64.9,54.0,29.99,10.0,WNW,3.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,43,14,07
A-400935,MapQuest,3,0.01,Accident on I-80 Eastbound at Exits 1 1C Bryant St.,R,San Francisco,KSFO,79.0,38.0,29.94,10.0,WNW,21.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,14,15
A-400964,MapQuest,2,0.01,Right lane blocked due to accident on US-101 Van Ness Ave Northbound at Van Ness Ave.,R,San Francisco,KSFO,64.9,61.0,29.91,10.0,WNW,18.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,29,14,20
A-400997,MapQuest,2,0.01,Lane blocked due to accident on US-101 Northbound at Exit 429A Alanna Way.,R,San Francisco,KSFO,59.0,72.0,29.93,10.0,West,8.1,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,44,14,02
A-401060,MapQuest,3,0.01,#2 lane blocked due to accident on I-280 Northbound at Exit 51 Ocean Ave.,R,San Francisco,KSFO,70.0,68.0,29.94,10.0,NE,3.5,Partly Cloudy,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,29,14,11
A-401077,MapQuest,3,0.01,#1 lane blocked due to accident on I-280 Northbound before US-101.,R,San Francisco,KSFO,72.0,66.0,29.94,10.0,East,3.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,14,12
A-401135,MapQuest,2,0.01,Queueing traffic and middle lane blocked due to accident on US-101 Northbound at Paul Ave.,R,San Francisco,KSFO,57.0,77.0,29.89,10.0,WNW,20.7,Partly Cloudy,False,True,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day,74,14,20
A-401328,MapQuest,2,0.01,Lane blocked due to accident on US-101 Southbound at Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,53.1,86.0,29.94,10.0,West,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,44,14,05
A-401330,MapQuest,3,0.01,Lane blocked on exit ramp due to accident on I-80 Westbound at Harrison St.,R,San Francisco,KOAK,57.0,81.0,29.96,10.0,West,13.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,28,14,07
A-401338,MapQuest,2,0.01,Accident on Mariposa St at Pennsylvania Ave.,R,San Francisco,KOAK,57.0,81.0,29.96,10.0,WSW,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,14,09
A-401509,MapQuest,2,2.11,Accident on US-101 Southbound between Exit 442 Sausalito Lateral and Exit 439 Transit Transfer Facility.,R,San Francisco,KSFO,57.0,53.0,29.82,10.0,West,11.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,14,09
A-401521,MapQuest,2,0.01,#2 lane blocked due to accident on US-101 Southbound at San Francisco-Oakland Bay Bridge.,R,San Francisco,KSFO,61.0,48.0,29.8,10.0,West,25.3,Mostly Cloudy,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,29,14,13
A-401553,MapQuest,3,0.01,Right hand shoulder blocked due to accident on I-280 Southbound at Exit 52 Bosworth St.,R,San Francisco,KSFO,59.0,58.0,29.74,10.0,West,17.3,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,14,17
A-401606,MapQuest,2,0.01,#2 #3 lane blocked due to accident on US-101 Lombard St Southbound at US-101 Van Ness Ave.,R,San Francisco,KOAK,57.9,72.0,29.73,10.0,West,10.4,Scattered Clouds,True,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,29,14,01
A-401607,MapQuest,2,0.01,Slow lane blocked due to accident on US-101 Southbound at Cesar Chavez St.,R,San Francisco,KOAK,55.9,80.0,29.72,10.0,WNW,8.1,Partly Cloudy,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,29,14,02
A-436636,MapQuest,2,0.01,One lane blocked due to accident on US-101 Northbound at Exit 432 Potrero Ave.,R,San Francisco,KOAK,71.1,45.0,29.81,10.0,West,17.3,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,14,15
A-436682,MapQuest,3,0.01,Lane blocked due to accident on I-280 Southbound at Exit 53 Alemany Blvd.,R,San Francisco,KSFO,52.0,77.0,29.93,10.0,WNW,8.1,Clear,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night,44,14,02
A-436700,MapQuest,3,0.01,Right lane blocked due to accident on I-80 Eastbound after 7th St.,R,San Francisco,KSFO,57.0,69.0,29.96,8.0,East,3.5,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,29,14,09
A-436900,MapQuest,2,0.949999988079,Gore point obstructed due to accident on US-101 Richardson Ave Eastbound between Marina Blvd and US-101 Lombard St / Lombard St.,L,San Francisco,KSFO,60.1,72.0,29.88,9.0,East,4.6,Mostly Cloudy,False,True,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,28,14,09
A-436908,MapQuest,2,0.019999999553,Accident on Bryant St at 6th St.,R,San Francisco,KOAK,63.0,70.0,29.88,9.0,Variable,3.5,Mostly Cloudy,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,28,14,10
